argument,An argument is simply a value provided to a function,http://stackoverflow.com/questions/14924825/what-are-arguments-in-python
module,A module allows you to logically organize your Python code. Grouping related code into a module makes the code easier to understand and use. A module is a Python object with arbitrarily named attributes that you can bind and reference.,https://www.tutorialspoint.com/python/python_modules.htm
function,"A function is a block of organized, reusable code that is used to perform a single, related action. Functions provide better modularity for your application and a high degree of code reusing",https://www.tutorialspoint.com/python/python_functions.htm
tuple,"A tuple is a sequence of immutable Python objects. Tuples are sequences, just like lists. The differences between tuples and lists are, the tuples cannot be changed unlike lists and tuples use parentheses, whereas lists use square brackets.",https://www.tutorialspoint.com/python/python_tuples.htm
variable,Variables are nothing but reserved memory locations to store values. This means that when you create a variable you reserve some space in memory,https://www.tutorialspoint.com/python/python_variable_types.htm
